 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Mean, Bwd IAT Mean, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, SYN Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio,Idle Mean, Label
8080,72364,4,3,207,134,51.75,44.66666667,4712.287878,96.73318225,12060.66667,24121.33333,35498,92,72,55.27610414,41.45707811,0,195,42.625,0,1,0,0,0,0,Bot
52856,7,1,1,6,6,6,6,1714285.714,285714.2857,7,0,0,20,20,142857.1429,142857.1429,6,6,6,0,0,1,1,1,0,Bot
8080,73322,4,3,207,134,51.75,44.66666667,4650.718747,95.4692998,12220.33333,24440.66667,35998.5,92,72,54.5538856,40.9154142,0,195,42.625,0,1,0,0,0,0,Bot
8080,179618,6,5,5737,146,956.1666667,29.2,32752.84214,61.24107829,17961.8,35923.6,44492,132,112,33.40422452,27.83685377,0,2805,490.25,0,1,0,0,0,0,Bot
8080,84425,4,3,207,134,51.75,44.66666667,4039.087948,82.91382884,14070.83333,28141.66667,41445.5,92,72,47.37933077,35.53449808,0,195,42.625,0,1,0,0,0,0,Bot
51726,48,1,1,6,6,6,6,250000,41666.66667,48,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,1,1,1,0,Bot
4076,91,1,1,6,6,6,6,131868.1319,21978.02198,91,0,0,20,20,10989.01099,10989.01099,6,6,6,0,0,1,1,1,0,Bot
52857,41,1,1,6,6,6,6,292682.9268,48780.4878,41,0,0,20,20,24390.2439,24390.2439,6,6,6,0,0,1,1,1,0,Bot
8080,231299,5,4,216,140,43.2,35,1539.13333,38.91067406,28912.375,57824.75,76634.33333,112,92,21.61704115,17.29363292,0,198,35.6,0,1,0,0,0,0,Bot
8080,69542,4,3,1172,134,293,44.66666667,18780.01783,100.6585948,11590.33333,23180.66667,34163,92,72,57.51919703,43.13939777,0,1160,163.25,0,1,0,0,0,0,Bot
2915,23,1,1,6,6,6,6,521739.1304,86956.52174,23,0,0,20,20,43478.26087,43478.26087,6,6,6,0,0,1,1,1,0,Bot
2916,20,1,1,6,6,6,6,600000,100000,20,0,0,20,20,50000,50000,6,6,6,0,0,1,1,1,0,Bot
8080,196135,5,4,214,145,42.8,36.25,1830.371938,45.88676167,24516.875,49033.75,64908.33333,112,92,25.49264537,20.3941163,0,196,35.9,0,1,0,0,0,0,Bot
8080,89356,28,54,109702,440,3917.928571,8.148148148,1232620.081,917.6776042,1103.160494,3309.481481,1659,572,1092,313.3533283,604.3242759,0,18980,1327.012048,0,1,0,0,1,0,Bot
53719,77,1,1,6,6,6,6,155844.1558,25974.02597,77,0,0,20,20,12987.01299,12987.01299,6,6,6,0,0,1,1,1,0,Bot
8080,195885,5,4,213,140,42.6,35,1802.07775,45.94532506,24485.625,48971.25,64899.66667,112,92,25.52518059,20.42014447,0,195,35.3,0,1,0,0,0,0,Bot
8080,64654,4,3,1035,134,258.75,44.66666667,18080.8612,108.2686299,10775.66667,21551.33333,31661,92,72,61.86778854,46.4008414,0,1023,146.125,0,1,0,0,0,0,Bot
8080,376751,5,4,212,140,42.4,35,934.3040894,23.88845683,47093.875,94187.75,125059,112,92,13.27136491,10.61709193,0,194,35.2,0,1,0,0,0,0,Bot
8080,340186,5,4,213,140,42.6,35,1037.667629,26.45611518,42523.25,85046.5,112685.6667,112,92,14.69784177,11.75827342,0,195,35.3,0,1,0,0,0,0,Bot
51727,35,1,1,6,6,6,6,342857.1429,57142.85714,35,0,0,20,20,28571.42857,28571.42857,6,6,6,0,0,1,1,1,0,Bot
51728,49,1,1,6,6,6,6,244897.9592,40816.32653,49,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,1,1,1,0,Bot
4077,32,1,1,6,6,6,6,375000,62500,32,0,0,20,20,31250,31250,6,6,6,0,0,1,1,1,0,Bot
53720,64,1,1,6,6,6,6,187500,31250,64,0,0,20,20,15625,15625,6,6,6,0,0,1,1,1,0,Bot
8080,225433,4,3,1870,134,467.5,44.66666667,8889.559204,31.0513545,37572.16667,75144.33333,111963.5,92,72,17.74363115,13.30772336,0,1858,250.5,0,1,0,0,0,0,Bot
8080,114927,4,3,1053,134,263.25,44.66666667,10328.29535,60.9082287,19154.5,38309,56732.5,92,72,34.80470212,26.10352659,0,1041,148.375,0,1,0,0,0,0,Bot
52858,56,1,1,6,6,6,6,214285.7143,35714.28571,56,0,0,20,20,17857.14286,17857.14286,6,6,6,0,0,1,1,1,0,Bot
52859,8,1,1,6,6,6,6,1500000,250000,8,0,0,20,20,125000,125000,6,6,6,0,0,1,1,1,0,Bot
4078,20,1,1,6,6,6,6,600000,100000,20,0,0,20,20,50000,50000,6,6,6,0,0,1,1,1,0,Bot
8080,95651,4,3,210,134,52.5,44.66666667,3596.407774,73.18271633,15941.83333,31883.66667,47213,92,72,41.81869505,31.36402129,0,198,43,0,1,0,0,0,0,Bot
2917,53,1,1,6,6,6,6,226415.0943,37735.84906,53,0,0,20,20,18867.92453,18867.92453,6,6,6,0,0,1,1,1,0,Bot
8080,216764,5,4,214,141,42.8,35.25,1637.725822,41.51980956,27095.5,54191,71822,112,92,23.06656087,18.45324869,0,196,35.5,0,1,0,0,0,0,Bot
8080,69424,4,3,207,134,51.75,44.66666667,4911.846047,100.8296843,11570.66667,23141.33333,34051.5,92,72,57.61696243,43.21272183,0,195,42.625,0,1,0,0,0,0,Bot
51731,50,1,1,6,6,6,6,240000,40000,50,0,0,20,20,20000,20000,6,6,6,0,0,1,1,1,0,Bot
53721,73,1,1,6,6,6,6,164383.5616,27397.26027,73,0,0,20,20,13698.63014,13698.63014,6,6,6,0,0,1,1,1,0,Bot
8080,66476,4,3,206,134,51.5,44.66666667,5114.627836,105.3011613,11079.33333,22158.66667,32501.5,92,72,60.17209218,45.12906914,0,194,42.5,0,1,0,0,0,0,Bot
8080,73231,4,3,207,134,51.75,44.66666667,4656.497931,95.58793407,12205.16667,24410.33333,35930.5,92,72,54.62167661,40.96625746,0,195,42.625,0,1,0,0,0,0,Bot
4080,93,1,1,6,6,6,6,129032.2581,21505.37634,93,0,0,20,20,10752.68817,10752.68817,6,6,6,0,0,1,1,1,0,Bot
52860,3,1,1,6,6,6,6,4000000,666666.6667,3,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,1,1,1,0,Bot
8080,86530,4,3,210,134,52.5,44.66666667,3975.499827,80.8967988,14421.66667,28843.33333,42592.5,92,72,46.22674217,34.67005663,0,198,43,0,1,0,0,0,0,Bot
2918,23,1,1,6,6,6,6,521739.1304,86956.52174,23,0,0,20,20,43478.26087,43478.26087,6,6,6,0,0,1,1,1,0,Bot
8080,66086,4,3,207,134,51.75,44.66666667,5159.943104,105.9225857,11014.33333,22028.66667,32275,92,72,60.52719184,45.39539388,0,195,42.625,0,1,0,0,0,0,Bot
51732,47,1,1,6,6,6,6,255319.1489,42553.19149,47,0,0,20,20,21276.59574,21276.59574,6,6,6,0,0,1,1,1,0,Bot
8080,62884,4,3,206,134,51.5,44.66666667,5406.780739,111.316074,10480.66667,20961.33333,30639.5,92,72,63.60918517,47.70688887,0,194,42.5,0,1,0,0,0,0,Bot
8080,77206,4,3,207,134,51.75,44.66666667,4416.755174,90.66652851,12867.66667,25735.33333,37919,92,72,51.80944486,38.85708365,0,195,42.625,0,1,0,0,0,0,Bot
8080,78021,4,3,1723,134,430.75,44.66666667,23801.28427,89.71943451,13003.5,26007,38358.5,92,72,51.26824829,38.45118622,0,1711,232.125,0,1,0,0,0,0,Bot
4081,83,1,1,6,6,6,6,144578.3133,24096.38554,83,0,0,20,20,12048.19277,12048.19277,6,6,6,0,0,1,1,1,0,Bot
52861,4,1,1,6,6,6,6,3000000,500000,4,0,0,20,20,250000,250000,6,6,6,0,0,1,1,1,0,Bot
53722,40,1,1,6,6,6,6,300000,50000,40,0,0,20,20,25000,25000,6,6,6,0,0,1,1,1,0,Bot
8080,59701,4,3,210,134,52.5,44.66666667,5762.047537,117.2509673,9950.166667,19900.33333,29228,92,72,67.00055275,50.25041457,0,198,43,0,1,0,0,0,0,Bot
2919,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
8080,68325,4,3,207,134,51.75,44.66666667,4990.852543,102.4515185,11387.5,22775,33587,92,72,58.54372484,43.90779363,0,195,42.625,0,1,0,0,0,0,Bot
51733,16,1,1,6,6,6,6,750000,125000,16,0,0,20,20,62500,62500,6,6,6,0,0,1,1,1,0,Bot
8080,237788,4,3,206,134,51.5,44.66666667,1429.845072,29.43798678,39631.33333,79262.66667,117897,92,72,16.82170673,12.61628005,0,194,42.5,0,1,0,0,0,0,Bot
8080,332981,5,4,214,140,42.8,35,1063.123722,27.0285692,41622.625,83245.25,110640,112,92,15.01587178,12.01269742,0,196,35.4,0,1,0,0,0,0,Bot
8080,114785,4,3,852,134,213,44.66666667,8589.972557,60.98357799,19130.83333,38261.66667,56664.5,92,72,34.84775885,26.13581914,0,840,123.25,0,1,0,0,0,0,Bot
8080,715339,4,3,207,134,51.75,44.66666667,476.6970625,9.785570198,119223.1667,238446.3333,356784.5,92,72,5.591754399,4.193815799,0,195,42.625,0,1,0,0,0,0,Bot
4082,117,1,1,6,6,6,6,102564.1026,17094.01709,117,0,0,20,20,8547.008547,8547.008547,6,6,6,0,0,1,1,1,0,Bot
53723,44,1,1,6,6,6,6,272727.2727,45454.54545,44,0,0,20,20,22727.27273,22727.27273,6,6,6,0,0,1,1,1,0,Bot
53724,74,1,1,6,6,6,6,162162.1622,27027.02703,74,0,0,20,20,13513.51351,13513.51351,6,6,6,0,0,1,1,1,0,Bot
52868,35,1,1,6,6,6,6,342857.1429,57142.85714,35,0,0,20,20,28571.42857,28571.42857,6,6,6,0,0,1,1,1,0,Bot
8080,72508,4,3,210,134,52.5,44.66666667,4744.304077,96.54107133,12084.66667,24169.33333,35644.5,92,72,55.16632647,41.37474486,0,198,43,0,1,0,0,0,0,Bot
2920,20,1,1,6,6,6,6,600000,100000,20,0,0,20,20,50000,50000,6,6,6,0,0,1,1,1,0,Bot
8080,68009,4,3,207,134,51.75,44.66666667,5014.042259,102.9275537,11334.83333,22669.66667,33286.5,92,72,58.81574497,44.11180873,0,195,42.625,0,1,0,0,0,0,Bot
8080,65314,4,3,206,134,51.5,44.66666667,5205.622072,107.1745721,10885.66667,21771.33333,32006,92,72,61.24261261,45.93195946,0,194,42.5,0,1,0,0,0,0,Bot
51734,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
4083,124,1,1,6,6,6,6,96774.19355,16129.03226,124,0,0,20,20,8064.516129,8064.516129,6,6,6,0,0,1,1,1,0,Bot
8080,67867,4,3,208,134,52,44.66666667,5039.26798,103.1429119,11311.16667,22622.33333,33241.5,92,72,58.93880678,44.20410509,0,196,42.75,0,1,0,0,0,0,Bot
8080,71411,4,3,207,134,51.75,44.66666667,4775.174693,98.02411393,11901.83333,23803.66667,35024.5,92,72,56.01377939,42.01033454,0,195,42.625,0,1,0,0,0,0,Bot
53725,39,1,1,6,6,6,6,307692.3077,51282.05128,39,0,0,20,20,25641.02564,25641.02564,6,6,6,0,0,1,1,1,0,Bot
52869,33,1,1,6,6,6,6,363636.3636,60606.06061,33,0,0,20,20,30303.0303,30303.0303,6,6,6,0,0,1,1,1,0,Bot
8080,69652,4,3,210,134,52.5,44.66666667,4938.838799,100.4996267,11608.66667,23217.33333,34288.5,92,72,57.42835812,43.07126859,0,198,43,0,1,0,0,0,0,Bot
8080,14,1,1,6,6,6,6,857142.8571,142857.1429,14,0,0,20,20,71428.57143,71428.57143,6,6,6,0,0,1,0,1,0,Bot
8080,86728,4,3,210,134,52.5,44.66666667,3966.423762,80.71211143,14454.66667,28909.33333,42810,92,72,46.12120653,34.5909049,0,198,43,0,1,0,0,0,0,Bot
2922,21,1,1,6,6,6,6,571428.5714,95238.09524,21,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,1,1,1,0,Bot
8080,62382,4,3,207,134,51.75,44.66666667,5466.320413,112.211856,10397,20794,30463,92,72,64.12106056,48.09079542,0,195,42.625,0,1,0,0,0,0,Bot
8080,63982,4,3,206,134,51.5,44.66666667,5313.994561,109.4057704,10663.66667,21327.33333,31220.5,92,72,62.51758307,46.8881873,0,194,42.5,0,1,0,0,0,0,Bot
51735,19,1,1,6,6,6,6,631578.9474,105263.1579,19,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,1,1,1,0,Bot
4084,87,1,1,6,6,6,6,137931.0345,22988.50575,87,0,0,20,20,11494.25287,11494.25287,6,6,6,0,0,1,1,1,0,Bot
8080,64190,4,3,208,134,52,44.66666667,5327.9327,109.0512541,10698.33333,21396.66667,31327,92,72,62.31500234,46.73625175,0,196,42.75,0,1,0,0,0,0,Bot
8080,58897,4,3,207,134,51.75,44.66666667,5789.768579,118.8515544,9816.166667,19632.33333,28801.5,92,72,67.91517395,50.93638046,0,195,42.625,0,1,0,0,0,0,Bot
52870,63,1,1,6,6,6,6,190476.1905,31746.03175,63,0,0,20,20,15873.01587,15873.01587,6,6,6,0,0,1,1,1,0,Bot
53726,40,1,1,6,6,6,6,300000,50000,40,0,0,20,20,25000,25000,6,6,6,0,0,1,1,1,0,Bot
8080,58821,4,3,210,134,52.5,44.66666667,5848.251475,119.0051172,9803.5,19607,28859,92,72,68.00292413,51.00219309,0,198,43,0,1,0,0,0,0,Bot
2923,19,1,1,6,6,6,6,631578.9474,105263.1579,19,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,1,1,1,0,Bot
8080,247348,5,4,213,145,42.6,36.25,1447.353526,36.3859825,30918.5,61837,82058.66667,112,92,20.21443472,16.17154778,0,195,35.8,0,1,0,0,0,0,Bot
8080,92640,26,48,100066,404,3848.692308,8.416666667,1084520.725,798.791019,1269.041096,3705.6,1943.340426,532,972,280.656304,518.134715,0,13140,1339.6,0,1,0,0,1,0,Bot
8080,221092,5,4,212,145,42.4,36.25,1614.712427,40.70703599,27636.5,55273,73116,112,92,22.61501999,18.09201599,0,194,35.7,0,1,0,0,0,0,Bot
51736,13,1,1,6,6,6,6,923076.9231,153846.1538,13,0,0,20,20,76923.07692,76923.07692,6,6,6,0,0,1,1,1,0,Bot
51737,28,1,1,6,6,6,6,428571.4286,71428.57143,28,0,0,20,20,35714.28571,35714.28571,6,6,6,0,0,1,1,1,0,Bot
8080,98381,39,84,204312,620,5238.769231,7.380952381,2083044.49,1250.241408,806.4016393,2588.973684,1165.036145,792,1692,396.4180075,853.8234009,0,20440,1652.677419,0,1,0,0,2,0,Bot
8080,200804,5,4,214,145,42.8,36.25,1787.812992,44.81982431,25100.5,50201,66634.66667,112,92,24.89990239,19.91992191,0,196,35.9,0,1,0,0,0,0,Bot
8080,353334,5,4,213,145,42.6,36.25,1013.205635,25.47165005,44166.75,88333.5,117320,112,92,14.1509167,11.32073336,0,195,35.8,0,1,0,0,0,0,Bot
8080,271712,28,54,109704,440,3918,8.148148148,405370.3922,301.7901307,3354.469136,10063.40741,5103.188679,572,1092,103.0502885,198.7398422,0,23360,1327.036145,0,1,0,0,1,0,Bot
8080,95859,35,81,207875,602,5939.285714,7.432098765,2174829.698,1210.110683,833.5565217,2819.382353,1176.25,712,1632,365.1196027,844.9910806,0,18980,1781.854701,0,1,0,0,2,0,Bot
52871,32,1,1,6,6,6,6,375000,62500,32,0,0,20,20,31250,31250,6,6,6,0,0,1,1,1,0,Bot
52872,54,1,1,6,6,6,6,222222.2222,37037.03704,54,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,1,1,1,0,Bot
53727,78,1,1,6,6,6,6,153846.1538,25641.02564,78,0,0,20,20,12820.51282,12820.51282,6,6,6,0,0,1,1,1,0,Bot
53728,48,1,1,6,6,6,6,250000,41666.66667,48,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,1,1,1,0,Bot
4086,49,1,1,6,6,6,6,244897.9592,40816.32653,49,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,1,1,1,0,Bot
4087,151,1,1,6,6,6,6,79470.19868,13245.03311,151,0,0,20,20,6622.516556,6622.516556,6,6,6,0,0,1,1,1,0,Bot
8080,212812,5,4,216,145,43.2,36.25,1696.332914,42.29084826,26601.5,53203,70645.33333,112,92,23.4949157,18.79593256,0,198,36.1,0,1,0,0,0,0,Bot
8080,16,1,1,6,6,6,6,750000,125000,16,0,0,20,20,62500,62500,6,6,6,0,0,1,0,1,0,Bot
8080,93817,21,28,73320,284,3491.428571,10.14285714,784548.6426,522.293401,1954.520833,4690.85,3438.62963,432,572,223.840029,298.453372,0,10528,1472.08,0,1,0,0,1,0,Bot
2925,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
8080,67320,4,3,207,134,51.75,44.66666667,5065.359477,103.9809863,11220,22440,32943.5,92,72,59.41770648,44.56327986,0,195,42.625,0,1,0,0,0,0,Bot
51738,48,1,1,6,6,6,6,250000,41666.66667,48,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,1,1,1,0,Bot
8080,70903,4,3,206,134,51.5,44.66666667,4795.283697,98.72642907,11817.16667,23634.33333,34575,92,72,56.41510232,42.31132674,0,194,42.5,0,1,0,0,0,0,Bot
8080,70098,4,3,208,134,52,44.66666667,4878.883848,99.86019573,11683,23366,34333,92,72,57.06296899,42.79722674,0,196,42.75,0,1,0,0,0,0,Bot
8080,66444,4,3,207,134,51.75,44.66666667,5132.141352,105.3518753,11074,22148,32434.5,92,72,60.20107158,45.15080368,0,195,42.625,0,1,0,0,0,0,Bot
52873,34,1,1,6,6,6,6,352941.1765,58823.52941,34,0,0,20,20,29411.76471,29411.76471,6,6,6,0,0,1,1,1,0,Bot
53729,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
4088,104,1,1,6,6,6,6,115384.6154,19230.76923,104,0,0,20,20,9615.384615,9615.384615,6,6,6,0,0,1,1,1,0,Bot
8080,71697,4,3,210,134,52.5,44.66666667,4797.969232,97.63309483,11949.5,23899,35294,92,72,55.7903399,41.84275493,0,198,43,0,1,0,0,0,0,Bot
8080,12,1,1,6,6,6,6,1000000,166666.6667,12,0,0,20,20,83333.33333,83333.33333,6,6,6,0,0,1,0,1,0,Bot
8080,90028,4,3,207,134,51.75,44.66666667,3787.71049,77.75358777,15004.66667,30009.33333,44344,92,72,44.43062158,33.32296619,0,195,42.625,0,1,0,0,0,0,Bot
51739,21,1,1,6,6,6,6,571428.5714,95238.09524,21,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,1,1,1,0,Bot
8080,104121,4,3,206,134,51.5,44.66666667,3265.431565,67.2294734,17353.5,34707,51298.5,92,72,38.41684194,28.81263146,0,194,42.5,0,1,0,0,0,0,Bot
8080,74123,4,3,208,134,52,44.66666667,4613.952484,94.43762395,12353.83333,24707.66667,36368,92,72,53.96435654,40.47326741,0,196,42.75,0,1,0,0,0,0,Bot
8080,61144,4,3,207,134,51.75,44.66666667,5576.998561,114.4838414,10190.66667,20381.33333,29845,92,72,65.41933796,49.06450347,0,195,42.625,0,1,0,0,0,0,Bot
53730,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
4089,77,1,1,6,6,6,6,155844.1558,25974.02597,77,0,0,20,20,12987.01299,12987.01299,6,6,6,0,0,1,1,1,0,Bot
8080,60272,4,3,210,134,52.5,44.66666667,5707.459517,116.1401646,10045.33333,20090.66667,29600,92,72,66.36580834,49.77435625,0,198,43,0,1,0,0,0,0,Bot
8080,11,1,1,6,6,6,6,1090909.091,181818.1818,11,0,0,20,20,90909.09091,90909.09091,6,6,6,0,0,1,0,1,0,Bot
52901,29,1,1,6,6,6,6,413793.1034,68965.51724,29,0,0,20,20,34482.75862,34482.75862,6,6,6,0,0,1,1,1,0,Bot
8080,224568,5,4,213,140,42.6,35,1571.90695,40.07694774,28071,56142,74462,112,92,22.26497097,17.81197677,0,195,35.3,0,1,0,0,0,0,Bot
8080,70993,4,3,1053,134,263.25,44.66666667,16719.95831,98.60127055,11832.16667,23664.33333,34691.5,92,72,56.34358317,42.25768738,0,1041,148.375,0,1,0,0,0,0,Bot
52907,30,1,1,6,6,6,6,400000,66666.66667,30,0,0,20,20,33333.33333,33333.33333,6,6,6,0,0,1,1,1,0,Bot
52908,32,1,1,6,6,6,6,375000,62500,32,0,0,20,20,31250,31250,6,6,6,0,0,1,1,1,0,Bot
8080,202412,5,4,213,140,42.6,35,1743.967749,44.46376697,25301.5,50603,67044.66667,112,92,24.70209276,19.76167421,0,195,35.3,0,1,0,0,0,0,Bot
8080,72741,4,3,1035,134,258.75,44.66666667,16070.71665,96.23183624,12123.5,24247,35667.5,92,72,54.98962071,41.24221553,0,1023,146.125,0,1,0,0,0,0,Bot
51740,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
51741,16,1,1,6,6,6,6,750000,125000,16,0,0,20,20,62500,62500,6,6,6,0,0,1,1,1,0,Bot
8080,188972,5,4,212,140,42.4,35,1862.709819,47.62610334,23621.5,47243,62394.66667,112,92,26.4589463,21.16715704,0,194,35.2,0,1,0,0,0,0,Bot
8080,97051,4,3,1870,134,467.5,44.66666667,20648.93716,72.127026,16175.16667,32350.33333,47785.5,92,72,41.21544343,30.91158257,0,1858,250.5,0,1,0,0,0,0,Bot
8080,209181,5,4,214,140,42.8,35,1692.314312,43.02494012,26147.625,52295.25,69389,112,92,23.90274451,19.12219561,0,196,35.4,0,1,0,0,0,0,Bot
4172,27,1,1,6,6,6,6,444444.4444,74074.07407,27,0,0,20,20,37037.03704,37037.03704,6,6,6,0,0,1,1,1,0,Bot
4173,29,1,1,6,6,6,6,413793.1034,68965.51724,29,0,0,20,20,34482.75862,34482.75862,6,6,6,0,0,1,1,1,0,Bot
8080,138008,4,3,207,134,51.75,44.66666667,2470.871254,50.72169729,23001.33333,46002.66667,68331.5,92,72,28.98382702,21.73787027,0,195,42.625,0,1,0,0,0,0,Bot
8080,122908,4,3,852,134,213,44.66666667,8022.260553,56.95316822,20484.66667,40969.33333,60763,92,72,32.54466756,24.40850067,0,840,123.25,0,1,0,0,0,0,Bot
8080,207432,5,4,216,140,43.2,35,1716.225076,43.3877126,25929,51858,68651,112,92,24.10428478,19.28342782,0,198,35.6,0,1,0,0,0,0,Bot
53731,54,1,1,6,6,6,6,222222.2222,37037.03704,54,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,1,1,1,0,Bot
53732,42,1,1,6,6,6,6,285714.2857,47619.04762,42,0,0,20,20,23809.52381,23809.52381,6,6,6,0,0,1,1,1,0,Bot
52909,4,1,1,6,6,6,6,3000000,500000,4,0,0,20,20,250000,250000,6,6,6,0,0,1,1,1,0,Bot
8080,76288,4,3,1172,134,293,44.66666667,17119.33725,91.75755034,12714.66667,25429.33333,37503.5,92,72,52.43288591,39.32466443,0,1160,163.25,0,1,0,0,0,0,Bot
2937,21,1,1,6,6,6,6,571428.5714,95238.09524,21,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,1,1,1,0,Bot
2935,19,1,1,6,6,6,6,631578.9474,105263.1579,19,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,1,1,1,0,Bot
8080,96975,4,3,207,134,51.75,44.66666667,3516.370199,72.18355246,16162.5,32325,47686,92,72,41.24774426,30.9358082,0,195,42.625,0,1,0,0,0,0,Bot
8080,0,1,1,6,6,6,6,Infinity,Infinity,0,0,0,20,20,0,0,6,6,6,0,0,1,0,1,0,Bot
8080,70073,4,3,207,134,51.75,44.66666667,4866.35366,99.89582293,11678.83333,23357.66667,34433.5,92,72,57.08332739,42.81249554,0,195,42.625,0,1,0,0,0,0,Bot
8080,64381,4,3,206,134,51.5,44.66666667,5281.061183,108.7277302,10730.16667,21460.33333,31347.5,92,72,62.13013156,46.59759867,0,194,42.5,0,1,0,0,0,0,Bot
4176,88,1,1,6,6,6,6,136363.6364,22727.27273,88,0,0,20,20,11363.63636,11363.63636,6,6,6,0,0,1,1,1,0,Bot
51742,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
8080,62933,4,3,207,134,51.75,44.66666667,5418.460903,111.2294027,10488.83333,20977.66667,30902,92,72,63.55965868,47.66974401,0,195,42.625,0,1,0,0,0,0,Bot
8080,1,1,1,6,6,6,6,12000000,2000000,1,0,0,20,20,1000000,1000000,6,6,6,0,0,1,0,1,0,Bot
8080,58223,4,3,208,134,52,44.66666667,5873.967332,120.2274015,9703.833333,19407.66667,28412,92,72,68.70137231,51.52602923,0,196,42.75,0,1,0,0,0,0,Bot
53733,72,1,1,6,6,6,6,166666.6667,27777.77778,72,0,0,20,20,13888.88889,13888.88889,6,6,6,0,0,1,1,1,0,Bot
8080,63583,4,3,210,134,52.5,44.66666667,5410.251168,110.0923203,10597.16667,21194.33333,31221,92,72,62.9098973,47.18242297,0,198,43,0,1,0,0,0,0,Bot
2951,20,1,1,6,6,6,6,600000,100000,20,0,0,20,20,50000,50000,6,6,6,0,0,1,1,1,0,Bot
8080,88707,4,3,207,134,51.75,44.66666667,3844.116022,78.9114726,14784.5,29569,43557,92,72,45.09227006,33.81920254,0,195,42.625,0,1,0,0,0,0,Bot
52912,3,1,1,6,6,6,6,4000000,666666.6667,3,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,1,1,1,0,Bot
8080,64334,4,3,207,134,51.75,44.66666667,5300.463208,108.8071626,10722.33333,21444.66667,31406,92,72,62.1755215,46.63164112,0,195,42.625,0,1,0,0,0,0,Bot
8080,62491,4,3,206,134,51.5,44.66666667,5440.783473,112.0161303,10415.16667,20830.33333,30462,92,72,64.00921733,48.006913,0,194,42.5,0,1,0,0,0,0,Bot
4179,93,1,1,6,6,6,6,129032.2581,21505.37634,93,0,0,20,20,10752.68817,10752.68817,6,6,6,0,0,1,1,1,0,Bot
51743,21,1,1,6,6,6,6,571428.5714,95238.09524,21,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,1,1,1,0,Bot
8080,72222,4,3,207,134,51.75,44.66666667,4721.552989,96.92337515,12037,24074,35426,92,72,55.3847858,41.53858935,0,195,42.625,0,1,0,0,0,0,Bot
8080,90202,4,3,208,134,52,44.66666667,3791.490211,77.60360081,15033.66667,30067.33333,44456.5,92,72,44.34491475,33.25868606,0,196,42.75,0,1,0,0,0,0,Bot
52913,33,1,1,6,6,6,6,363636.3636,60606.06061,33,0,0,20,20,30303.0303,30303.0303,6,6,6,0,0,1,1,1,0,Bot
53734,42,1,1,6,6,6,6,285714.2857,47619.04762,42,0,0,20,20,23809.52381,23809.52381,6,6,6,0,0,1,1,1,0,Bot
8080,77831,4,3,210,134,52.5,44.66666667,4419.832714,89.9384564,12971.83333,25943.66667,38218,92,72,51.39340366,38.54505274,0,198,43,0,1,0,0,0,0,Bot
2952,18,1,1,6,6,6,6,666666.6667,111111.1111,18,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,1,1,1,0,Bot
8080,105495,4,3,207,134,51.75,44.66666667,3232.380682,66.35385563,17582.5,35165,51967.5,92,72,37.91648893,28.4373667,0,195,42.625,0,1,0,0,0,0,Bot
